price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,house_age,years_since_last_renovation
298450.0,5,3,2100,9752,1.0,0,0,3,1200,900,16,16
575000.0,4,2,2500,4945,2.0,0,0,3,2500,0,10,100
730000.0,4,2,3230,7331,2.0,0,0,3,3230,0,19,20
551000.0,3,2,2830,5802,2.0,0,0,3,2830,0,22,22
271310.0,2,1,870,5340,1.5,0,0,2,870,0,117,117
675000.0,4,3,2690,28300,1.0,0,0,3,2690,0,69,24
479000.0,3,2,1260,889,3.0,0,0,3,1260,0,15,15
520000.0,4,3,2680,10000,2.0,0,0,3,2040,640,81,9
599950.0,3,2,2660,4975,2.0,0,0,3,2660,0,9,9
483945.0,2,1,1480,5120,1.0,0,0,4,840,640,72,24
390000.0,4,2,1770,33132,1.0,0,0,4,1190,580,58,58
192500.0,2,1,950,7692,1.0,0,0,3,950,0,97,20
330000.0,2,1,860,8308,1.0,0,0,4,860,0,75,75
250000.0,4,2,1960,7560,1.0,0,0,5,1160,800,45,45
243000.0,2,1,1770,5522,1.5,0,0,4,960,810,80,80
575000.0,4,1,1280,6060,1.0,0,0,3,860,420,97,20
639000.0,4,2,2150,12028,2.0,0,0,4,2150,0,41,12
710000.0,2,1,1790,4000,1.0,0,0,4,1040,750,100,100
675000.0,3,2,1990,10260,2.0,0,0,4,1990,0,36,36
405000.0,5,2,2430,4781,2.0,0,0,3,2430,0,22,22
615000.0,4,2,2820,13193,1.0,0,0,3,1860,960,58,30
490000.0,3,1,1910,8190,1.0,0,0,4,1010,900,77,34
467000.0,3,2,1270,1213,2.0,0,0,3,1040,230,18,18
480000.0,4,2,2050,3960,1.0,0,0,4,1180,870,37,37
755000.0,6,2,2150,4505,1.0,0,0,3,1270,880,71,15
760000.0,4,1,2450,13300,1.0,0,2,4,1630,820,36,36
387000.0,2,2,1230,1280,2.0,0,0,3,960,270,11,111
925000.0,4,2,2260,41984,1.0,0,0,4,2260,0,56,56
415000.0,2,1,1050,60113,1.0,0,0,4,1050,0,80,80
263000.0,3,1,1570,7775,2.0,0,0,3,1570,0,41,41
519900.0,4,2,1820,9350,1.0,0,0,4,1820,0,56,56
570000.0,2,1,1540,4025,1.0,0,0,4,1190,350,115,115
450000.0,3,1,2060,44866,1.0,0,0,3,2060,0,70,70
1300000.0,4,3,4380,74052,1.0,0,0,3,4380,0,22,22
300000.0,3,1,1090,9900,1.0,0,0,4,1090,0,68,14
320000.0,3,1,1480,7225,1.0,0,0,4,1480,0,58,58
387500.0,4,1,1320,4440,1.5,0,0,3,1320,0,94,94
458000.0,1,2,2140,10350,1.0,0,0,3,1470,670,47,47
1212500.0,4,3,4560,16643,1.0,0,3,3,2230,2330,28,28
380000.0,4,3,2800,9764,2.0,0,0,3,2800,0,21,21
200000.0,3,1,1050,5000,1.0,0,0,4,1050,0,56,56
385000.0,3,1,1490,9630,1.0,0,0,4,1490,0,64,64
396675.0,2,1,1730,6375,2.0,0,0,4,1730,0,78,78
452000.0,4,1,1210,3760,1.5,0,0,3,1210,0,123,18
426000.0,4,2,2800,8494,2.0,0,0,3,2800,0,19,20
792000.0,3,1,1570,1050,2.0,0,0,3,1570,0,108,108
315000.0,3,2,1400,31626,1.0,0,0,2,1140,260,36,36
1275000.0,4,2,2850,7861,1.0,0,4,4,1450,1400,53,53
326000.0,6,3,1880,7200,1.0,0,0,4,1880,0,57,57
268500.0,2,1,790,8424,1.0,0,0,4,790,0,70,40
440000.0,2,1,1300,4000,2.0,0,0,3,1300,0,75,29
300000.0,3,1,2120,7735,1.0,0,0,4,1060,1060,56,56
525000.0,3,1,1540,4773,2.0,0,0,3,1540,0,82,14
978000.0,4,2,2620,13777,1.5,0,2,4,1720,900,97,30
1125000.0,6,3,2880,3192,2.0,0,0,4,2180,700,104,38
700000.0,4,1,1680,4021,1.5,0,0,3,1680,0,102,23
315000.0,2,1,790,6969,1.0,0,0,3,790,0,68,39
309000.0,3,1,1092,7500,1.5,0,0,3,1092,0,105,105
219950.0,3,1,1650,9936,1.0,0,0,3,1090,560,56,12
289000.0,3,2,2090,4700,2.0,0,0,3,2090,0,21,21
210000.0,4,1,2180,28710,1.0,0,0,3,1180,1000,73,18
260000.0,4,2,1990,6671,2.0,0,0,3,1990,0,34,34
699000.0,4,2,2650,7945,2.0,0,0,3,2650,0,17,17
1800000.0,4,3,4460,16953,1.0,0,0,3,2550,1910,61,29
299950.0,3,1,910,8000,1.0,0,0,4,740,170,73,40
749950.0,3,2,2770,10773,2.0,0,2,3,2770,0,31,31
1100000.0,3,2,2390,6888,2.0,0,1,5,2390,0,84,84
555000.0,3,2,3050,158558,1.0,0,0,4,3050,0,36,36
384000.0,3,2,1700,4000,2.0,0,0,3,1700,0,20,20
499950.0,5,3,3200,43560,2.0,0,0,3,3200,0,34,34
430000.0,3,1,1200,4500,1.0,0,0,5,1200,0,117,117
350000.0,4,2,2220,6953,2.0,0,0,4,2220,0,24,24
620000.0,3,2,2480,9041,2.0,0,0,3,2480,0,19,20
765000.0,4,2,2560,12100,1.0,0,0,4,1760,800,47,31
250000.0,4,1,2500,6300,1.0,0,0,4,1500,1000,62,22
376000.0,2,1,1150,4000,1.0,0,0,3,1150,0,76,11
475000.0,4,1,1650,7775,1.0,0,0,4,1150,500,73,40
120750.0,3,1,1140,9628,1.0,0,0,4,1140,0,54,54
1690000.0,3,1,3400,8965,1.0,0,2,5,1820,1580,66,66
330000.0,3,1,1180,43124,1.0,0,0,4,1180,0,64,64
619500.0,3,2,1700,4105,2.0,0,0,3,1700,0,31,31
345000.0,3,1,1240,11200,1.0,0,0,4,1240,0,69,44
598000.0,5,2,2890,12478,2.0,0,0,3,2890,0,46,19
335000.0,3,1,1060,10050,1.0,0,0,4,1060,0,56,56
372500.0,4,1,1590,10523,2.0,0,0,4,1590,0,101,101
300000.0,6,5,2860,5682,2.0,0,0,3,2860,0,45,45
194000.0,1,1,820,1060,1.0,0,0,3,760,60,16,16
507500.0,3,2,2020,8118,1.0,0,0,3,1020,1000,60,15
325000.0,4,2,1870,9680,1.0,0,0,4,1170,700,64,64
329900.0,3,2,2170,4905,2.0,0,0,3,2170,0,19,20
329000.0,4,2,1600,6765,1.0,0,0,3,830,770,76,12
494000.0,4,1,2090,4300,1.5,0,0,4,1250,840,98,55
206000.0,4,2,1700,6025,1.0,0,0,3,1700,0,45,45
423000.0,4,1,1940,6909,1.0,0,0,4,970,970,82,25
259000.0,3,1,1320,8625,1.0,0,0,4,1320,0,66,22
879950.0,4,2,3500,13875,1.0,0,4,4,1830,1670,85,85
345600.0,5,3,2800,5120,2.5,0,0,3,2800,0,120,18
395000.0,3,1,1080,2940,1.5,0,0,4,1080,0,103,103
625000.0,4,2,3550,8048,2.0,0,0,3,3550,0,16,16
439000.0,3,2,2010,251341,2.0,0,0,3,1510,500,20,20
380000.0,3,1,1690,1468,2.0,0,0,3,1380,310,15,15
440000.0,3,1,1270,1443,3.0,0,0,3,1270,0,16,16
415000.0,3,2,1970,2377,2.0,0,0,3,1680,290,15,15
860000.0,4,2,3160,8097,2.0,0,0,3,3160,0,9,9
500000.0,3,2,1210,1200,3.0,0,0,3,1210,0,15,15
953007.0,4,3,3120,5086,2.0,0,0,3,2480,640,15,15
515000.0,4,2,2670,8765,2.0,0,0,3,2670,0,17,17
772000.0,3,2,1640,1204,3.0,0,0,3,1640,0,9,9
329995.0,4,2,2303,3680,2.0,0,0,3,2303,0,10,100
409316.0,3,2,1800,3168,2.0,0,0,3,1800,0,9,9
490000.0,5,3,4460,2975,3.0,0,2,3,3280,1180,10,100
305000.0,2,2,1590,2656,2.0,0,0,3,1220,370,14,14
785000.0,4,3,3070,4684,2.0,0,0,3,2190,880,14,14
240000.0,2,1,1330,7200,1.0,0,0,3,1330,0,30,30
325000.0,3,1,990,6750,1.0,0,0,4,990,0,76,35
535800.0,4,2,1900,5790,2.0,0,0,3,1900,0,29,29
720000.0,3,2,2020,1159,3.0,0,3,3,2020,0,23,23
374000.0,3,1,2000,9416,1.0,0,0,4,2000,0,62,22
189650.0,2,1,1100,7600,1.0,0,0,3,1100,0,43,43
420850.0,1,1,960,40946,1.0,0,0,5,960,0,78,78
815000.0,4,2,3488,9614,2.0,0,0,3,3488,0,25,17
1065000.0,2,1,1890,9466,2.0,0,0,3,1890,0,36,23
199000.0,4,2,2030,8120,2.0,0,0,3,2030,0,73,18
195000.0,3,1,1380,7350,1.0,0,0,3,990,390,42,10
1506000.0,4,3,3660,5800,2.5,0,0,3,3360,300,114,28
288400.0,3,2,1870,3230,2.0,0,0,3,1870,0,26,26
442000.0,4,2,2080,12007,1.0,0,0,4,1220,860,44,44
619420.0,4,2,2450,14803,2.0,0,0,4,2450,0,35,35
635000.0,4,2,2750,6180,1.0,0,0,4,1500,1250,75,75
210000.0,3,1,1240,4842,1.0,0,0,4,1240,0,107,107
512500.0,3,2,1900,7604,2.0,0,0,3,1900,0,33,14
567000.0,3,2,2540,6093,2.0,0,0,3,2540,0,24,24
525000.0,3,2,2100,10362,2.0,0,0,3,1510,590,25,17
475000.0,4,2,1790,2250,1.0,0,2,4,840,950,114,34
250000.0,3,2,1170,7258,1.0,0,0,3,1170,0,39,39
220000.0,3,1,1060,9126,1.0,0,2,5,1060,0,67,67
230000.0,5,2,1930,6120,1.5,0,0,3,1930,0,82,54
385500.0,3,2,1540,7947,1.0,0,0,3,1120,420,62,19
895000.0,5,3,2876,13927,1.0,0,2,4,1970,906,50,50
368250.0,3,2,2150,7484,2.0,0,0,3,2150,0,35,23
249900.0,2,1,1140,5500,1.0,0,0,3,1140,0,76,11
350000.0,3,1,980,7790,1.0,0,0,5,980,0,54,54
175000.0,3,1,1230,13056,1.0,0,0,4,1230,0,61,61
270000.0,3,1,1390,10905,1.0,0,0,3,860,530,66,23
495000.0,3,3,2380,6250,2.0,0,3,3,1670,710,26,26
1580000.0,3,3,3690,7200,2.0,0,0,3,3690,0,16,16
542500.0,5,3,3010,1074218,1.5,0,0,5,2010,1000,92,92
330000.0,3,1,1250,9126,1.0,0,0,3,1250,0,54,13
1003000.0,4,2,2290,6120,2.0,0,0,4,2170,120,97,30
299800.0,2,1,790,5240,1.0,0,0,4,790,0,98,55
299900.0,3,2,2720,6014,2.0,0,0,3,2720,0,21,21
691000.0,4,2,2550,8632,1.0,0,0,3,1700,850,51,21
195000.0,2,1,1080,3899,1.0,0,0,4,1080,0,51,51
405000.0,3,1,2470,9620,1.0,0,1,4,1570,900,61,61
360000.0,2,0,850,7710,1.0,0,2,5,550,300,114,35
256750.0,3,2,1990,8991,1.0,0,0,3,1570,420,54,13
332500.0,3,2,1800,10500,2.0,0,0,3,1800,0,28,28
975000.0,5,4,4850,36450,2.0,0,0,3,4850,0,46,19
218000.0,3,1,1020,7874,1.0,0,0,3,1020,0,67,22
429000.0,3,2,2420,49928,2.0,0,0,3,1860,560,38,38
589000.0,4,2,2910,5776,2.0,0,2,3,2910,0,25,17
255000.0,3,1,1060,9039,1.0,0,0,3,1060,0,50,10
668750.0,4,2,2340,6420,1.0,0,2,3,1590,750,59,23
344500.0,4,2,1800,5453,1.0,0,0,3,1050,750,21,21
452000.0,4,2,1660,6150,1.0,0,0,3,850,810,78,13
540000.0,3,1,1300,62290,1.0,0,0,3,1300,0,40,14
246000.0,3,1,1780,23819,1.0,0,0,3,1780,0,70,70
535000.0,2,1,1030,4841,1.0,0,0,3,920,110,84,54
970000.0,4,3,2790,5420,1.0,0,3,3,1130,1660,60,10
430000.0,3,1,1150,3000,1.0,0,0,5,1150,0,117,117
520000.0,4,2,3290,11446,2.0,0,0,3,3290,0,31,31
712000.0,4,2,3400,247421,2.0,0,0,3,3400,0,22,22
450000.0,2,1,1200,4000,1.0,0,0,3,1070,130,83,27
220000.0,4,2,2160,8005,2.0,0,0,3,2160,0,30,30
525000.0,3,1,1450,4000,1.0,0,1,4,950,500,75,75
1220000.0,4,2,3240,3600,2.0,0,0,3,2060,1180,15,15
540000.0,3,2,1470,1691,2.0,0,0,3,1000,470,16,16
600000.0,4,2,2360,5226,2.0,0,0,3,2360,0,22,22
600000.0,3,2,2230,9053,2.0,0,0,4,2230,0,36,36
625000.0,4,2,2630,48706,2.0,0,0,3,2630,0,37,37
150000.0,3,1,1010,25000,1.0,0,0,3,1010,0,57,60
389999.0,3,2,1445,1471,2.0,0,0,3,1300,145,20,20
285000.0,3,1,2380,6000,1.5,0,0,3,1320,1060,88,49
744000.0,4,2,2830,13059,2.0,0,0,3,2830,0,25,17
700000.0,4,2,3010,46173,2.0,0,0,3,3010,0,27,27
318989.0,4,2,2000,9000,1.0,0,0,4,2000,0,45,23
556000.0,3,2,2020,3600,2.0,0,0,3,2020,0,25,17
275000.0,3,2,2030,6326,2.0,0,0,3,2030,0,30,30
430000.0,3,2,2550,11160,2.0,0,0,3,2550,0,29,29
300000.0,2,1,970,13700,1.0,0,0,3,970,0,74,25
396450.0,3,1,1540,12446,1.0,0,0,5,1540,0,56,56
225000.0,2,1,1396,111949,1.0,0,0,3,1396,0,83,26
700000.0,4,3,2780,7875,2.0,0,0,3,2780,0,17,17
260000.0,6,2,2220,8797,1.0,0,0,3,2220,0,46,19
655000.0,4,3,2350,13402,2.0,0,3,3,1670,680,29,29
1185000.0,3,2,2760,40946,2.0,0,0,5,2760,0,45,45
1550000.0,3,2,4460,26027,2.0,0,0,3,4460,0,31,31
413800.0,3,2,1440,4421,1.0,0,0,3,1440,0,16,16
950000.0,5,3,5330,6000,2.0,0,2,3,3570,1760,17,17
334990.0,4,2,2220,4228,2.0,0,0,3,2220,0,9,9
2700000.0,5,4,5305,8401,2.0,0,2,3,3745,1560,18,18
1030000.0,3,4,3880,13095,2.0,0,3,3,3700,180,14,14
1130000.0,4,3,3810,8519,1.0,0,1,3,2680,1130,16,16
556000.0,3,3,1960,1168,2.0,0,0,3,1600,360,16,16
360000.0,3,2,1530,1131,3.0,0,0,3,1530,0,14,14
480000.0,4,2,3250,34293,2.0,0,0,4,3250,0,40,40
324000.0,3,2,1750,7208,2.0,0,0,3,1750,0,29,29
1050000.0,4,3,3440,35021,2.0,0,0,3,3440,0,40,14
275000.0,1,0,1170,14149,1.0,0,0,5,880,290,61,61
180000.0,3,1,870,5330,1.0,0,0,3,870,0,54,9
749000.0,4,2,2930,18199,2.0,0,0,3,2930,0,25,17
1600000.0,3,2,3160,12824,1.0,0,2,4,1820,1340,57,57
373500.0,2,1,800,3330,1.0,0,0,3,800,0,105,105
770000.0,4,2,2350,8001,2.0,0,0,4,2350,0,36,36
356000.0,2,1,1060,16470,1.0,0,0,3,1060,0,46,19
625000.0,3,1,2060,12558,1.0,0,0,4,1350,710,39,39
494400.0,2,1,1560,1750,1.0,0,0,4,780,780,119,119
585000.0,4,1,3000,42200,1.0,0,3,3,1500,1500,73,18
926300.0,3,1,1660,4800,2.0,0,0,3,1660,0,116,40
600000.0,3,1,1650,5100,1.0,0,0,5,1040,610,115,115
430000.0,4,3,3220,8936,2.0,0,0,3,2450,770,33,14
307000.0,3,1,2320,7500,1.0,0,0,3,2320,0,47,47
604700.0,4,2,2750,14982,1.0,0,3,3,1720,1030,42,10
219900.0,3,1,910,6000,1.0,0,0,2,910,0,67,67
270000.0,2,1,840,867,2.0,0,0,3,840,0,18,18
432000.0,3,2,1470,1578,2.0,0,0,3,1090,380,16,16
300000.0,6,2,2040,10812,1.0,0,0,4,2040,0,80,80
361000.0,3,1,1100,4046,1.5,0,4,4,1100,0,101,101
249950.0,2,1,940,8532,1.0,0,0,4,940,0,64,64
320000.0,3,2,1110,10500,1.0,0,0,5,1110,0,45,45
305000.0,4,1,2200,8100,1.5,0,0,5,1400,800,81,81
503000.0,2,1,2860,59612,1.0,1,4,3,1510,1350,75,20
235750.0,2,1,740,11250,1.0,0,0,2,740,0,85,85
657000.0,4,1,2740,8520,1.0,0,2,3,1370,1370,69,18
385000.0,3,1,1250,7300,1.0,0,0,4,1250,0,67,67
389950.0,4,2,3140,8060,2.0,0,0,3,3140,0,32,32
150000.0,2,1,820,10270,1.0,0,0,3,820,0,69,18
254500.0,4,2,2570,7264,2.0,0,0,3,1720,850,25,17
555000.0,4,2,2350,8140,1.0,0,0,4,1430,920,46,46
1075000.0,4,3,3600,9200,1.0,0,4,4,2100,1500,47,31
245000.0,4,2,1580,8000,1.0,0,0,3,1040,540,56,12
319950.0,2,1,1070,5824,1.0,0,2,5,1070,0,74,74
337000.0,3,1,1070,6109,1.0,0,0,5,1070,0,72,72
492000.0,4,2,1640,5000,2.0,0,0,3,1640,0,116,40
1170000.0,3,2,2890,12130,2.0,0,3,4,2830,60,36,36
348580.0,3,1,1220,7876,1.0,0,0,3,1220,0,57,60
180000.0,2,1,1400,4500,1.0,0,0,3,900,500,101,15
400000.0,3,1,1040,6250,1.0,0,0,3,1040,0,81,24
295000.0,4,2,980,10640,1.0,0,0,5,980,0,45,45
910000.0,4,3,3340,10890,1.5,0,0,3,2240,1100,60,23
1150000.0,6,4,6040,219542,2.0,0,0,3,4100,1940,27,27
431500.0,3,3,1900,1612,2.0,0,0,3,1430,470,15,15
180000.0,4,1,1740,7292,1.0,0,0,3,1020,720,61,20
677000.0,3,2,2000,3207,1.0,0,0,4,1100,900,107,107
1180500.0,3,1,1610,7200,1.0,0,0,3,1090,520,50,10
635700.0,4,2,3240,13978,1.0,0,0,3,1860,1380,46,19
482000.0,5,2,2230,9600,1.0,0,0,3,1320,910,45,45
168000.0,2,2,1160,2174,2.0,0,0,3,1160,0,25,17
805000.0,4,2,2410,6000,1.0,0,0,5,1410,1000,73,73
398000.0,2,1,590,10945,1.5,0,0,3,590,0,40,14
665000.0,4,2,2600,17388,2.0,0,0,3,2600,0,27,27
592500.0,4,3,2170,8240,1.0,0,0,4,1370,800,55,55
940000.0,4,2,2080,4000,1.5,0,0,3,2080,0,111,23
655000.0,4,2,2860,12394,2.0,0,0,3,2860,0,24,24
622500.0,4,2,2980,8107,2.0,0,0,3,2980,0,23,23
380000.0,2,2,1230,987,2.0,0,0,3,1060,170,12,12
648360.0,4,1,2260,7005,1.0,0,1,4,1130,1130,76,35
432000.0,3,2,2200,14925,1.0,0,0,3,1100,1100,41,41
1050000.0,4,2,3030,12590,1.5,0,0,4,3030,0,35,35
353250.0,2,1,1060,1600,2.0,0,0,3,1060,0,44,9
1000000.0,4,3,4260,18687,2.0,0,0,3,4260,0,27,27
320000.0,3,2,998,844,2.0,0,0,3,798,200,16,16
349900.0,4,2,2052,3723,2.0,0,0,3,2052,0,9,9
330000.0,4,3,3150,6202,2.0,0,0,3,3150,0,18,18
408000.0,3,2,1950,7221,1.0,0,0,4,1950,0,17,17
321000.0,3,2,1347,1292,3.0,0,0,3,1347,0,13,13
1051000.0,4,3,3860,5474,2.5,0,0,3,3860,0,16,16
2150000.0,4,5,5060,10320,2.0,0,0,3,5060,0,15,15
359000.0,3,1,1360,885,3.0,0,0,3,1360,0,15,15
300000.0,5,2,2760,6000,2.0,0,0,3,2760,0,17,17
380000.0,5,3,2420,4670,2.0,0,0,3,2420,0,10,100
660000.0,3,2,2450,4332,2.0,0,0,3,2450,0,13,13
355000.0,3,2,1280,959,3.0,0,0,3,1280,0,18,18
259000.0,3,2,1550,3569,2.0,0,0,3,1550,0,12,12
353000.0,1,1,550,1279,2.0,0,0,3,550,0,15,15
430000.0,2,2,1520,1588,2.0,0,0,3,1240,280,16,16
460000.0,3,1,1670,4005,1.5,0,0,4,1170,500,84,34
80000.0,1,0,430,5050,1.0,0,0,2,430,0,111,111
782000.0,4,2,2380,9614,2.0,0,0,4,2380,0,32,32
218000.0,3,1,960,9633,1.0,0,0,5,960,0,41,41
325000.0,3,1,1920,6862,1.0,0,2,3,1120,800,71,15
980000.0,4,3,3680,5854,1.0,0,3,3,2060,1620,56,12
902000.0,4,2,2530,9200,1.0,0,0,5,1570,960,47,47
556000.0,5,2,3840,16905,2.0,0,0,3,3840,0,32,32
662990.0,3,1,1240,3600,1.5,0,0,5,1240,0,97,97
225000.0,2,1,1300,11867,1.5,0,0,4,1300,0,48,48
439950.0,4,2,2380,12067,2.0,0,0,3,2380,0,21,21
175000.0,2,1,1300,44431,1.0,0,0,5,1300,0,65,65
306000.0,2,1,780,13500,1.0,0,0,4,780,0,77,34
235000.0,4,2,1810,39639,1.0,0,0,3,1230,580,53,9
399500.0,3,1,2420,12676,2.0,0,0,3,2420,0,112,37
478000.0,3,1,1280,2580,1.5,0,0,3,1280,0,113,9
515000.0,2,1,1680,6500,1.0,0,0,4,1140,540,82,25
550000.0,3,2,2510,5400,2.0,0,0,3,2510,0,31,31
149000.0,3,1,1700,8645,1.0,0,0,3,1700,0,68,18
526000.0,3,1,1680,3420,1.0,0,0,3,960,720,31,31
527550.0,1,0,820,59677,1.0,0,0,3,820,0,24,24
1050000.0,3,4,4380,42769,2.0,0,0,5,4380,0,40,40
625000.0,3,2,2600,10092,1.0,0,0,3,2600,0,39,39
950000.0,5,3,3400,7452,2.0,0,0,3,3400,0,24,24
377691.0,5,1,2120,8399,1.0,0,0,4,1320,800,81,41
648475.0,4,2,2250,5700,1.0,0,0,3,1200,1050,72,29
383000.0,3,1,1800,5612,1.0,0,0,4,1200,600,81,41
535000.0,3,2,2210,7620,2.0,0,0,3,2210,0,29,29
449950.0,3,2,1560,4080,2.0,0,0,3,1560,0,100,41
465425.0,4,2,2430,20720,1.0,0,0,3,2430,0,56,12
675000.0,4,2,2560,36601,2.0,0,0,4,2560,0,36,36
599000.0,3,2,1960,2500,1.5,0,0,5,1410,550,97,97
416000.0,3,1,1110,9762,1.0,0,0,4,1110,0,60,60
595000.0,2,1,1030,4500,1.0,0,0,3,830,200,99,12
200000.0,4,1,1350,11507,1.0,0,0,3,1350,0,57,60
402000.0,3,2,1540,1827,2.0,0,0,3,1540,0,18,18
433000.0,4,1,1830,9600,1.0,0,0,4,1010,820,57,57
275000.0,4,1,1930,15531,2.0,0,0,3,1930,0,44,9
410000.0,3,2,1650,9641,1.5,0,0,3,1650,0,40,14
554820.0,4,2,3510,12905,1.0,0,2,3,2210,1300,58,41
1325000.0,4,3,3370,7920,1.0,0,3,3,1860,1510,35,23
735000.0,3,2,2390,9157,2.0,0,0,3,2390,0,39,39
607000.0,3,1,1230,8114,1.0,0,0,4,1230,0,72,24
549900.0,4,3,2830,213879,2.0,0,0,4,2830,0,36,36
258000.0,3,1,1620,7540,1.0,0,0,3,1310,310,35,23
661254.0,4,4,2290,6250,1.5,0,0,5,1690,600,83,83
945000.0,4,2,2840,13367,1.0,0,0,3,1420,1420,71,15
799950.0,4,3,4220,196817,2.0,0,0,3,4220,0,30,30
132500.0,3,1,1080,10500,1.0,0,0,3,1080,0,56,12
467100.0,3,1,1620,8645,1.0,0,0,3,1190,430,50,10
1610000.0,4,3,4390,11600,2.0,0,3,3,3060,1330,33,14
641000.0,3,1,1620,3975,1.0,0,0,5,940,680,97,97
350000.0,3,1,1010,11244,1.0,0,0,4,1010,0,76,35
335000.0,4,2,1750,8476,1.0,0,0,4,1240,510,40,40
900000.0,3,3,4080,217697,1.5,0,3,3,4080,0,23,23
440000.0,4,2,2560,10400,1.0,0,0,4,1280,1280,58,58
464600.0,3,1,1120,5500,1.5,0,0,4,1120,0,98,55
1200000.0,4,3,4740,172497,2.0,0,0,3,4740,0,20,20
300000.0,2,1,1340,7788,1.0,0,2,3,1340,0,76,11
670500.0,4,2,1590,6750,1.0,0,0,3,1590,0,72,29
552000.0,3,1,1430,5000,1.0,0,0,4,1080,350,104,38
244000.0,4,1,1450,8960,1.0,0,0,3,1450,0,80,21
788600.0,4,2,3500,7200,2.0,0,0,3,3500,0,18,18
445000.0,3,2,1630,8702,1.0,0,0,3,1630,0,36,23
530000.0,4,1,1814,5000,1.0,0,0,4,944,870,72,24
90000.0,2,1,580,7500,1.0,0,0,3,580,0,80,21
585000.0,3,2,1670,4572,1.5,0,0,3,1670,0,92,92
498000.0,2,2,1140,8282,1.0,0,0,3,1140,0,99,14
379000.0,2,1,800,6380,1.0,0,2,3,800,0,83,27
462000.0,3,1,1300,2580,1.0,0,0,5,820,480,104,89
388000.0,4,2,2440,7155,2.0,0,0,3,2440,0,30,30
255000.0,3,2,1490,8371,1.5,0,0,3,1490,0,39,39
665000.0,3,2,1800,9550,1.0,0,0,4,1320,480,57,57
550000.0,3,2,1830,9152,1.0,0,0,5,1830,0,64,64
606000.0,3,1,1500,3920,1.0,0,0,3,1000,500,76,11
334000.0,4,2,2210,6080,1.0,0,2,4,1410,800,58,58
360000.0,3,2,1270,1323,3.0,0,0,3,1270,0,17,17
235000.0,2,1,1140,1730,1.5,0,0,3,1010,130,16,16
580000.0,3,2,1620,1173,3.0,0,4,3,1470,150,15,15
355000.0,3,2,1220,1186,3.0,0,0,3,1220,0,16,16
375000.0,2,2,750,1430,2.0,0,0,3,750,0,17,17
372000.0,4,1,1960,9300,1.0,0,0,5,1340,620,44,44
479000.0,3,1,1370,3000,1.5,0,0,3,1370,0,99,12
2000000.0,5,4,4580,4443,3.0,1,4,3,4580,0,19,20
1680000.0,4,4,5584,68257,2.0,0,0,3,5584,0,25,17
501000.0,2,1,1010,4320,1.0,0,0,5,1010,0,99,67
245000.0,3,1,1260,6908,1.0,0,0,3,1260,0,29,29
496700.0,3,2,1740,5782,2.0,0,0,4,1740,0,34,34
347000.0,4,1,2670,10026,2.0,0,0,3,2670,0,27,27
199000.0,2,1,720,7200,1.0,0,0,5,720,0,80,80
440500.0,3,2,2460,4399,2.0,0,0,3,2460,0,16,16
820000.0,4,2,3670,7000,2.0,0,0,3,3670,0,18,18
325000.0,4,3,2630,3435,1.5,0,3,3,1640,990,39,39
195000.0,3,1,1570,8459,1.0,0,0,3,1570,0,32,32
675000.0,3,3,2980,28000,1.0,0,0,3,1820,1160,42,10
295000.0,3,2,1560,4200,2.0,0,0,3,1560,0,20,20
355300.0,3,2,1620,7410,1.0,0,0,5,1620,0,68,68
276000.0,3,1,1140,5000,1.0,0,0,3,1140,0,63,11
460000.0,2,1,2730,19877,1.0,0,0,4,1570,1160,47,31
880000.0,3,2,2130,35169,1.0,0,0,4,2130,0,34,34
370000.0,3,2,1780,4050,2.0,0,0,3,1780,0,22,22
346000.0,4,2,2100,3916,2.0,0,0,3,2100,0,14,14
172500.0,3,1,1140,8800,1.0,0,0,3,1140,0,51,21
379950.0,3,1,1690,9144,1.0,0,0,4,1140,550,67,67
468000.0,2,1,1160,6000,1.0,0,0,4,860,300,81,41
477000.0,4,2,1720,6270,2.0,0,0,3,1720,0,45,45
529000.0,3,1,1210,3328,1.5,0,0,4,1210,0,99,99
312000.0,3,1,1255,1374,3.0,0,0,3,1255,0,19,20
326100.0,2,1,880,7683,1.0,0,0,3,880,0,81,24
360000.0,3,1,1050,9206,1.5,0,0,3,1050,0,69,18
438000.0,3,1,1650,12940,1.0,0,0,4,1650,0,62,22
360000.0,3,1,1570,9467,1.0,0,0,3,1570,0,69,18
1050000.0,4,2,2920,7200,1.0,0,3,3,1470,1450,102,17
688000.0,4,3,3000,4000,1.5,0,3,3,1970,1030,110,9
585000.0,3,1,1850,7735,1.0,0,0,4,1850,0,40,40
265000.0,3,2,1440,7741,1.0,0,0,4,1000,440,40,40
375000.0,3,1,1440,8775,1.0,0,0,3,1440,0,50,10
326500.0,3,1,1810,12375,2.0,0,0,3,1810,0,53,9
160000.0,2,1,1180,9350,1.0,0,0,3,1180,0,105,105
1570000.0,4,3,3070,5850,2.0,0,0,5,2400,670,96,96
735000.0,5,2,3390,5211,2.0,0,0,3,3390,0,19,20
400000.0,2,1,1470,6120,1.0,0,0,2,1470,0,83,83
800000.0,4,2,2680,7200,1.0,0,0,3,1380,1300,71,10
949880.0,4,2,2290,10687,2.0,0,0,3,2290,0,45,45
